Adickesstraße,2,42,2,Altona-West,4,Groß Flottbek,Altona,22607
Adlerhorst,4,20,2,Lokstedt - Niendorf - Schnelsen,7,Niendorf,Eimsbüttel,22459
Adlerhorst,1,21,1,Lokstedt - Niendorf - Schnelsen,7,Niendorf,Eimsbüttel,22459
Adlerstraße,13,30,3,Barmbek - Uhlenhorst - Dulsberg,9,Barmbek-Nord,Hamburg-Nord,22305
Admiralitätstraße,3,77,3,Hamburg-Mitte,1,Neustadt,Hamburg-Mitte,20459
Adolf-Köster-Damm,1,71,1,Bergedorf,15,Neuallermöhe,Bergedorf,21035
Adolf-Köster-Damm,18,124,2,Bergedorf,15,Neuallermöhe,Bergedorf,21035
Adolf-von-Elm-Hof,1,12,3,Harburg,16,Eißendorf,Harburg,21073
Adolf-Wagner-Straße,1,11,1,Harburg,16,Eißendorf,Harburg,21073
Adolf-Wagner-Straße,2,16,2,Harburg,16,Eißendorf,Harburg,21073
Adolphsbrücke,7,7,1,Hamburg-Mitte,1,Hamburg-Altstadt,Hamburg-Mitte,20457
Adolphsbrücke,10,10,2,Hamburg-Mitte,1,Neustadt,Hamburg-Mitte,20457
Adolphsbrücke,11,11,1,Hamburg-Mitte,1,Neustadt,Hamburg-Mitte,20457
Adolph-Schönfelder-Straße,66,78,2,Barmbek - Uhlenhorst - Dulsberg,9,Barmbek-Süd,Hamburg-Nord,22083
Adolph-Schönfelder-Straße,5,67,1,Barmbek - Uhlenhorst - Dulsberg,9,Barmbek-Süd,Hamburg-Nord,22083
Adolphsplatz,1,7,3,Hamburg-Mitte,1,Hamburg-Altstadt,Hamburg-Mitte,20457
Afrikastraße,1,3,3,Billstedt - Wilhelmsburg - Finkenwerder,2,Kleiner Grasbrook,Hamburg-Mitte,20457
Agathe-Lasch-Weg,2,26,2,Altona,3,Othmarschen,Altona,22605
Agathe-Lasch-Weg,15,33,1,Altona,3,Othmarschen,Altona,22605
Agathenstraße,2,12,2,Rotherbaum - Harvestehude - Eimsbüttel-Ost,5,Eimsbüttel,Eimsbüttel,20357
Agathenstraße,1,11,1,Rotherbaum - Harvestehude - Eimsbüttel-Ost,5,Eimsbüttel,Eimsbüttel,20357
Agnes-Gierck-Weg,1,17c,1,Fuhlsbüttel - Alsterdorf - Langenhorn,10,Langenhorn,Hamburg-Nord,22419
Agnes-Gierck-Weg,2,20,2,Fuhlsbüttel - Alsterdorf - Langenhorn,10,Langenhorn,Hamburg-Nord,22419
Agnesstraße,1,59,1,Eppendorf – Winterhude – Hoheluft-Ost,8,Winterhude,Hamburg-Nord,22301
Agnesstraße,2,62,2,Eppendorf – Winterhude – Hoheluft-Ost,8,Winterhude,Hamburg-Nord,22301
Agnes-Wolffson-Straße,1,11,1,Bergedorf,15,Neuallermöhe,Bergedorf,21035
Agnes-Wolffson-Straße,2,10,2,Bergedorf,15,Neuallermöhe,Bergedorf,21035
Ahlbecker Weg,2,38,2,Rahlstedt,14,Rahlstedt,Wandsbek,22147
Ahlbecker Weg,1a,11,1,Rahlstedt,14,Rahlstedt,Wandsbek,22147
Ahlfeld,1,77,1,Fuhlsbüttel - Alsterdorf - Langenhorn,10,Langenhorn,Hamburg-Nord,22415
Ahlfeld,2,78,2,Fuhlsbüttel - Alsterdorf - Langenhorn,10,Langenhorn,Hamburg-Nord,22415
Ahornallee,2,46,2,Lokstedt - Niendorf - Schnelsen,7,Lokstedt,Eimsbüttel,22529
Ahornallee,3,37,1,Lokstedt - Niendorf - Schnelsen,7,Lokstedt,Eimsbüttel,22529
Ahornkamp,6,30,2,Fuhlsbüttel - Alsterdorf - Langenhorn,10,Ohlsdorf,Hamburg-Nord,22335
Ahornkamp,1,11,1,Fuhlsbüttel - Alsterdorf - Langenhorn,10,Ohlsdorf,Hamburg-Nord,22335
Ahornstraße,2,16,2,Wandsbek,11,Marienthal,Wandsbek,22043
Ahornstraße,1,27,1,Wandsbek,11,Marienthal,Wandsbek,22043
Ahornweg,2,30,2,Alstertal - Walddörfer,13,Bergstedt,Wandsbek,22395
Ahornweg,1,25,1,Alstertal - Walddörfer,13,Bergstedt,Wandsbek,22395
Ahrensburger Platz,1,7,1,Alstertal - Walddörfer,13,Volksdorf,Wandsbek,22359
Ahrensburger Platz,2,4,2,Alstertal - Walddörfer,13,Volksdorf,Wandsbek,22359
Ahrensburger Stieg,4,26a,2,Alstertal - Walddörfer,13,Volksdorf,Wandsbek,22359
Ahrensburger Stieg,15,25,1,Alstertal - Walddörfer,13,Volksdorf,Wandsbek,22359
Ahrensburger Straße,103,199,1,Wandsbek,11,Tonndorf,Wandsbek,22045
Ahrensburger Straße,3,99,1,Wandsbek,11,Wandsbek,Wandsbek,22041
Ahrensburger Straße,110,190,2,Wandsbek,11,Tonndorf,Wandsbek,22045
Ahrensburger Straße,2,102a,2,Wandsbek,11,Wandsbek,Wandsbek,22041
Ahrensburger Weg,1,143b,1,Alstertal - Walddörfer,13,Volksdorf,Wandsbek,22359
Ahrensburger Weg,2a,144,2,Alstertal - Walddörfer,13,Volksdorf,Wandsbek,22359
Ahrenshooper Straße,2,40,2,Rahlstedt,14,Rahlstedt,Wandsbek,22147
Ahrenshooper Straße,1,27,1,Rahlstedt,14,Rahlstedt,Wandsbek,22147
Akazienallee,1,19,1,Fuhlsbüttel - Alsterdorf - Langenhorn,10,Fuhlsbüttel,Hamburg-Nord,22335
Akazienallee,2,32,2,Fuhlsbüttel - Alsterdorf - Langenhorn,10,Fuhlsbüttel,Hamburg-Nord,22335
Akazienweg,2,28a,2,Altona-West,4,Blankenese,Altona,22587
Akazienweg,1,25,1,Altona-West,4,Blankenese,Altona,22587
Akeleiweg,2a,34,2,Altona,3,Bahrenfeld,Altona,22607
Akeleiweg,46,56,2,Altona-West,4,Lurup,Altona,22549
Akeleiweg,39,49,1,Altona-West,4,Lurup,Altona,22549
Akeleiweg,1,37,1,Altona,3,Bahrenfeld,Altona,22607
Aladinweg,1,61,1,Billstedt - Wilhelmsburg - Finkenwerder,2,Billstedt,Hamburg-Mitte,22119
Aladinweg,2,82,2,Billstedt - Wilhelmsburg - Finkenwerder,2,Billstedt,Hamburg-Mitte,22119
Alardusstraße,1,13a,1,Rotherbaum - Harvestehude - Eimsbüttel-Ost,5,Eimsbüttel,Eimsbüttel,20255
Alardusstraße,2,20,2,Rotherbaum - Harvestehude - Eimsbüttel-Ost,5,Eimsbüttel,Eimsbüttel,20255
Alaskaweg,2,34,2,Rahlstedt,14,Rahlstedt,Wandsbek,22145
Alaskaweg,9,29,1,Rahlstedt,14,Rahlstedt,Wandsbek,22145
Albatrosweg,1,41,1,Billstedt - Wilhelmsburg - Finkenwerder,2,Billstedt,Hamburg-Mitte,22119
Albatrosweg,2,48,2,Billstedt - Wilhelmsburg - Finkenwerder,2,Billstedt,Hamburg-Mitte,22119
Alberichstieg,2,12,2,Altona-West,4,Rissen,Altona,22559
Alberichstieg,1,5,1,Altona-West,4,Rissen,Altona,22559
Albershardtweg,1,7,1,Billstedt - Wilhelmsburg - Finkenwerder,2,Finkenwerder,Hamburg-Mitte,21129
Albershardtweg,2,6,2,Billstedt - Wilhelmsburg - Finkenwerder,2,Finkenwerder,Hamburg-Mitte,21129
Albershof,1,25,3,Süderelbe,17,Hausbruch,Harburg,21147
Albers-Schönberg-Stieg,1,21,1,Barmbek - Uhlenhorst - Dulsberg,9,Barmbek-Nord,Hamburg-Nord,22307
Albers-Schönberg-Stieg,2,12,2,Barmbek - Uhlenhorst - Dulsberg,9,Barmbek-Nord,Hamburg-Nord,22307
Albers-Schönberg-Weg,1,7,1,Barmbek - Uhlenhorst - Dulsberg,9,Barmbek-Nord,Hamburg-Nord,22307
Albers-Schönberg-Weg,2,4,2,Barmbek - Uhlenhorst - Dulsberg,9,Barmbek-Nord,Hamburg-Nord,22307
Albert-Einstein-Ring,1,21,1,Altona,3,Bahrenfeld,Altona,22761
Albert-Einstein-Ring,2,10,2,Altona,3,Bahrenfeld,Altona,22761
Albert-Gebel-Straße,2,28,2,Bergedorf,15,Bergedorf,Bergedorf,21035
Albertine-Assor-Straße,11a,23,1,Lokstedt - Niendorf - Schnelsen,7,Schnelsen,Eimsbüttel,22457
Albertine-Assor-Straße,2,10h,2,Lokstedt - Niendorf - Schnelsen,7,Schnelsen,Eimsbüttel,22457
Albertinenstieg,1a,1d,1,Lokstedt - Niendorf - Schnelsen,7,Schnelsen,Eimsbüttel,22457
Albertinenstieg,2a,4,2,Lokstedt - Niendorf - Schnelsen,7,Schnelsen,Eimsbüttel,22457
Albertiweg,2a,34,2,Altona,3,Othmarschen,Altona,22605
Albertiweg,1,27,1,Altona,3,Othmarschen,Altona,22605
Albert-Schäfer-Weg,1,33,1,Süderelbe,17,Eißendorf,Harburg,21077
Albert-Schäfer-Weg,2,74,2,Süderelbe,17,Eißendorf,Harburg,21077
Albert-Schweitzer-Ring,1,39,1,Wandsbek,11,Tonndorf,Wandsbek,22045
Albert-Schweitzer-Ring,2,36a,2,Wandsbek,11,Tonndorf,Wandsbek,22045
Albertstraße,21a,21a,1,Hamburg-Mitte,1,Hammerbrook,Hamburg-Mitte,20097
Albrechtstraße,1a,3c,1,Eidelstedt – Stellingen – Eimsbüttel-West,6,Eidelstedt,Eimsbüttel,22523
Albrechtstraße,2a,6c,2,Eidelstedt – Stellingen – Eimsbüttel-West,6,Eidelstedt,Eimsbüttel,22523
Aldenrathsweg,2,6,2,Barmbek - Uhlenhorst - Dulsberg,9,Barmbek-Nord,Hamburg-Nord,22307
Aldenrathsweg,1,7,1,Barmbek - Uhlenhorst - Dulsberg,9,Barmbek-Nord,Hamburg-Nord,22307
Alemannenweg,13,21,1,Hamburg-Mitte,1,Hamm,Hamburg-Mitte,20537
Alexanderstraße,2,32,2,Hamburg-Mitte,1,St. Georg,Hamburg-Mitte,20099
Alexanderstraße,1,39,1,Hamburg-Mitte,1,St. Georg,Hamburg-Mitte,20099
Alexander-Zinn-Straße,2a,2c,2,Altona,3,Othmarschen,Altona,22605
Alexander-Zinn-Straße,5,27,1,Altona-West,4,Groß Flottbek,Altona,22607
Alexander-Zinn-Straße,4,22,2,Altona-West,4,Groß Flottbek,Altona,22607
Alexander-Zinn-Straße,1,3,1,Altona,3,Othmarschen,Altona,22605
Alfred-Beit-Weg,2,8,2,Rotherbaum - Harvestehude - Eimsbüttel-Ost,5,Harvestehude,Eimsbüttel,20149
Alfred-Beit-Weg,7,7,1,Rotherbaum - Harvestehude - Eimsbüttel-Ost,5,Harvestehude,Eimsbüttel,20149
Alfred-Jahncke-Ring,2,26,2,Alstertal - Walddörfer,13,Poppenbüttel,Wandsbek,22399
Alfred-Jahncke-Ring,1,53,1,Alstertal - Walddörfer,13,Poppenbüttel,Wandsbek,22399
Alfred-Johann-Levy-Straße,2,12,2,Barmbek - Uhlenhorst - Dulsberg,9,Barmbek-Nord,Hamburg-Nord,22307
Alfred-Johann-Levy-Straße,1,9,1,Barmbek - Uhlenhorst - Dulsberg,9,Barmbek-Nord,Hamburg-Nord,22307
Alfredstraße,11,61,1,Hamburg-Mitte,1,Borgfelde,Hamburg-Mitte,20535
Alfredstraße,20,62,2,Hamburg-Mitte,1,Borgfelde,Hamburg-Mitte,20535
Alfredstraße,1,9,1,Barmbek - Uhlenhorst - Dulsberg,9,Hohenfelde,Hamburg-Nord,22087
Alfredstraße,4,16,2,Barmbek - Uhlenhorst - Dulsberg,9,Hohenfelde,Hamburg-Nord,22087
Alfred-Wegener-Weg,1,5,1,Hamburg-Mitte,1,Neustadt,Hamburg-Mitte,20459
Algermissenstraße,2,2,2,Billstedt - Wilhelmsburg - Finkenwerder,2,Wilhelmsburg,Hamburg-Mitte,21109
Allende-Platz,1,3,1,Rotherbaum - Harvestehude - Eimsbüttel-Ost,5,Rotherbaum,Eimsbüttel,20146
Allende-Platz,2,2,2,Rotherbaum - Harvestehude - Eimsbüttel-Ost,5,Rotherbaum,Eimsbüttel,20146
Allensteiner Straße,1,19,1,Wandsbek,11,Wandsbek,Wandsbek,22049
Allensteiner Straße,2,28,2,Wandsbek,11,Wandsbek,Wandsbek,22049
Allermöher Deich,17,483,1,Bergedorf,15,Allermöhe,Bergedorf,21037
Allermöher Deich,36,518,2,Bergedorf,15,Allermöhe,Bergedorf,21037
Allermöher Werftstegel,3,25,1,Bergedorf,15,Allermöhe,Bergedorf,21037
Allermöher Werftstegel,2,24,2,Bergedorf,15,Allermöhe,Bergedorf,21037
Allerskehre,1,11,1,Bramfeld – Farmsen-Berne – Steilshoop,12,Steilshoop,Wandsbek,22309
Allerskehre,2,54,2,Bramfeld – Farmsen-Berne – Steilshoop,12,Steilshoop,Wandsbek,22309
Allhornring,4,48,2,Alstertal - Walddörfer,13,Volksdorf,Wandsbek,22359
Allhornring,1,51,1,Alstertal - Walddörfer,13,Volksdorf,Wandsbek,22359
Allhornstieg,2,8,2,Alstertal - Walddörfer,13,Volksdorf,Wandsbek,22359
Allhornstieg,1,9d,1,Alstertal - Walddörfer,13,Volksdorf,Wandsbek,22359
Allhornweg,2,16,2,Alstertal - Walddörfer,13,Volksdorf,Wandsbek,22359
Allhornweg,1,9,1,Alstertal - Walddörfer,13,Volksdorf,Wandsbek,22359
Allmende,3,5,1,Süderelbe,17,Neugraben-Fischbek,Harburg,21149
Allmende,2,6,2,Süderelbe,17,Neugraben-Fischbek,Harburg,21149
Alma-Ohlmann-Weg,2,2j,2,Lokstedt - Niendorf - Schnelsen,7,Lokstedt,Eimsbüttel,22529
Alma-Ohlmann-Weg,1,1l,1,Lokstedt - Niendorf - Schnelsen,7,Lokstedt,Eimsbüttel,22529
Alpenrosenweg,2,78,2,Eidelstedt – Stellingen – Eimsbüttel-West,6,Eidelstedt,Eimsbüttel,22523
Alpenrosenweg,1a,43,1,Eidelstedt – Stellingen – Eimsbüttel-West,6,Eidelstedt,Eimsbüttel,22523
Alphonsstraße,2,14,2,Wandsbek,11,Marienthal,Wandsbek,22043
Alphonsstraße,1,21,1,Wandsbek,11,Marienthal,Wandsbek,22043
Alsenplatz,2,2,2,Altona,3,Altona-Nord,Altona,22769
Alsenplatz,1,7,1,Altona,3,Altona-Nord,Altona,22769
Alsenstraße,1,33,1,Altona,3,Altona-Nord,Altona,22769
Alsenstraße,2,8,2,Altona,3,Altona-Nord,Altona,22769
Alsterallee,1,19,1,Alstertal - Walddörfer,13,Duvenstedt,Wandsbek,22397
Alsterallee,2,8,2,Alstertal - Walddörfer,13,Duvenstedt,Wandsbek,22397
Alsterarkaden,7,27,3,Hamburg-Mitte,1,Neustadt,Hamburg-Mitte,20354
Alsterberg,1,21,1,Fuhlsbüttel - Alsterdorf - Langenhorn,10,Alsterdorf,Hamburg-Nord,22335
Alsterberg,12,22,2,Fuhlsbüttel - Alsterdorf - Langenhorn,10,Alsterdorf,Hamburg-Nord,22335
Alsterblick,2,58,2,Alstertal - Walddörfer,13,Wohldorf-Ohlstedt,Wandsbek,22397
Alsterblick,1,91,1,Alstertal - Walddörfer,13,Wohldorf-Ohlstedt,Wandsbek,22397
Alsterchaussee,1,29,1,Rotherbaum - Harvestehude - Eimsbüttel-Ost,5,Rotherbaum,Eimsbüttel,20149
Alsterchaussee,4,40,2,Rotherbaum - Harvestehude - Eimsbüttel-Ost,5,Harvestehude,Eimsbüttel,20149
Alsterdorfer Damm,4,24,2,Fuhlsbüttel - Alsterdorf - Langenhorn,10,Alsterdorf,Hamburg-Nord,22297
Alsterdorfer Damm,1,23,1,Fuhlsbüttel - Alsterdorf - Langenhorn,10,Alsterdorf,Hamburg-Nord,22297
Alsterdorfer Markt,2,18,2,Fuhlsbüttel - Alsterdorf - Langenhorn,10,Alsterdorf,Hamburg-Nord,22297
Alsterdorfer Markt,1,13,1,Fuhlsbüttel - Alsterdorf - Langenhorn,10,Alsterdorf,Hamburg-Nord,22297
Alsterdorfer Straße,462,558,2,Fuhlsbüttel - Alsterdorf - Langenhorn,10,Alsterdorf,Hamburg-Nord,22337
Alsterdorfer Straße,560,574,2,Fuhlsbüttel - Alsterdorf - Langenhorn,10,Ohlsdorf,Hamburg-Nord,22337
Alsterdorfer Straße,573,581,1,Fuhlsbüttel - Alsterdorf - Langenhorn,10,Ohlsdorf,Hamburg-Nord,22335
Alsterdorfer Straße,2,110,2,Eppendorf – Winterhude – Hoheluft-Ost,8,Winterhude,Hamburg-Nord,22299
Alsterdorfer Straße,1,127,1,Eppendorf – Winterhude – Hoheluft-Ost,8,Winterhude,Hamburg-Nord,22299
Alsterdorfer Straße,145,389c,1,Fuhlsbüttel - Alsterdorf - Langenhorn,10,Alsterdorf,Hamburg-Nord,22297
Alsterdorfer Straße,459,539,1,Fuhlsbüttel - Alsterdorf - Langenhorn,10,Alsterdorf,Hamburg-Nord,22337
Alsterdorfer Straße,182,446,2,Fuhlsbüttel - Alsterdorf - Langenhorn,10,Alsterdorf,Hamburg-Nord,22297
Alsterfurt,3,7a,1,Alstertal - Walddörfer,13,Poppenbüttel,Wandsbek,22399
Alsterfurt,2,8a,2,Alstertal - Walddörfer,13,Poppenbüttel,Wandsbek,22399
Alsterglacis,3,21,3,Rotherbaum - Harvestehude - Eimsbüttel-Ost,5,Rotherbaum,Eimsbüttel,20354
Alsterhang,2,12,2,Alstertal - Walddörfer,13,Wohldorf-Ohlstedt,Wandsbek,22397
Alsterhöhe,2,12,2,Alstertal - Walddörfer,13,Wohldorf-Ohlstedt,Wandsbek,22397
Alsterhöhe,1,7,1,Alstertal - Walddörfer,13,Wohldorf-Ohlstedt,Wandsbek,22397
Alsterkamp,3,43a,1,Rotherbaum - Harvestehude - Eimsbüttel-Ost,5,Harvestehude,Eimsbüttel,20149
Alsterkamp,2,32e,2,Rotherbaum - Harvestehude - Eimsbüttel-Ost,5,Harvestehude,Eimsbüttel,20149
Alsterkehre,2,8,2,Alstertal - Walddörfer,13,Poppenbüttel,Wandsbek,22399
Alsterkrugchaussee,356,442,2,Fuhlsbüttel - Alsterdorf - Langenhorn,10,Alsterdorf,Hamburg-Nord,22335
Alsterkrugchaussee,463,631,1,Fuhlsbüttel - Alsterdorf - Langenhorn,10,Fuhlsbüttel,Hamburg-Nord,22335
Alsterkrugchaussee,468,620,2,Fuhlsbüttel - Alsterdorf - Langenhorn,10,Fuhlsbüttel,Hamburg-Nord,22335
Alsterkrugchaussee,355,455,1,Fuhlsbüttel - Alsterdorf - Langenhorn,10,Groß Borstel,Hamburg-Nord,22335
Alsterkrugchaussee,106,350,2,Fuhlsbüttel - Alsterdorf - Langenhorn,10,Alsterdorf,Hamburg-Nord,22297
Alsterkrugchaussee,241,241f,1,Fuhlsbüttel - Alsterdorf - Langenhorn,10,Groß Borstel,Hamburg-Nord,22453
Alsterkrugchaussee,277,343,1,Fuhlsbüttel - Alsterdorf - Langenhorn,10,Groß Borstel,Hamburg-Nord,22297
Alsterkrüger Kehre,1a,3,1,Fuhlsbüttel - Alsterdorf - Langenhorn,10,Alsterdorf,Hamburg-Nord,22297
Alsterkrüger Kehre,2,8,2,Fuhlsbüttel - Alsterdorf - Langenhorn,10,Alsterdorf,Hamburg-Nord,22297
Alsterredder,1,31,1,Alstertal - Walddörfer,13,Sasel,Wandsbek,22395
Alsterredder,2,62,2,Alstertal - Walddörfer,13,Sasel,Wandsbek,22395
Alsterredder,37,63,1,Alstertal - Walddörfer,13,Poppenbüttel,Wandsbek,22395
Alsterstieg,2,2,2,Alstertal - Walddörfer,13,Wellingsbüttel,Wandsbek,22391
Alsterstieg,1,1,1,Alstertal - Walddörfer,13,Wellingsbüttel,Wandsbek,22391
Alsterterrasse,1,12,3,Rotherbaum - Harvestehude - Eimsbüttel-Ost,5,Rotherbaum,Eimsbüttel,20354
Alstertor,1,23,1,Hamburg-Mitte,1,Hamburg-Altstadt,Hamburg-Mitte,20095
Alstertor,2,20,2,Hamburg-Mitte,1,Hamburg-Altstadt,Hamburg-Mitte,20095
Alstertwiete,1,15,1,Hamburg-Mitte,1,St. Georg,Hamburg-Mitte,20099
Alstertwiete,2,32,2,Hamburg-Mitte,1,St. Georg,Hamburg-Mitte,20099
Alsterufer,1,48,3,Rotherbaum - Harvestehude - Eimsbüttel-Ost,5,Rotherbaum,Eimsbüttel,20354
Alsterweg,1,83,1,Alstertal - Walddörfer,13,Hummelsbüttel,Wandsbek,22339
Alsterweg,4,40,2,Alstertal - Walddörfer,13,Hummelsbüttel,Wandsbek,22339
Alsterwiesen,2,8,2,Alstertal - Walddörfer,13,Lemsahl-Mellingstedt,Wandsbek,22397
Alsterwiesen,1,1,1,Alstertal - Walddörfer,13,Lemsahl-Mellingstedt,Wandsbek,22397
Alte Aue,1,17,1,Billstedt - Wilhelmsburg - Finkenwerder,2,Finkenwerder,Hamburg-Mitte,21129
Alte Aue,2,30,2,Billstedt - Wilhelmsburg - Finkenwerder,2,Finkenwerder,Hamburg-Mitte,21129
Alte Berner Straße,4,50,2,Rahlstedt,14,Rahlstedt,Wandsbek,22147
Alte Berner Straße,1,45,1,Rahlstedt,14,Rahlstedt,Wandsbek,22147
Alte Dorfstraße,2,50a,2,Alstertal - Walddörfer,13,Wohldorf-Ohlstedt,Wandsbek,22397
Alte Dorfstraße,1,51,1,Alstertal - Walddörfer,13,Wohldorf-Ohlstedt,Wandsbek,22397
Alte Elbgaustraße,2,18,2,Eidelstedt – Stellingen – Eimsbüttel-West,6,Eidelstedt,Eimsbüttel,22523
Alte Elbgaustraße,1,9,1,Eidelstedt – Stellingen – Eimsbüttel-West,6,Eidelstedt,Eimsbüttel,22523
Alte Franzosenheide,1,17,1,Lokstedt - Niendorf - Schnelsen,7,Schnelsen,Eimsbüttel,22457
Alte Harburger Elbbrücke,2,4,2,Billstedt - Wilhelmsburg - Finkenwerder,2,Wilhelmsburg,Hamburg-Mitte,21107
Alte Harburger Elbbrücke,1,1,1,Billstedt - Wilhelmsburg - Finkenwerder,2,Wilhelmsburg,Hamburg-Mitte,21107
